ID,ID_przejazdu,Data,Godzina,Miejsce,Typ,Odchyl_od_poprawnej_wartosci
985,658,2001-04-03 00:00:01,21:01,819,Gwaltowne hamowanie,1
986,301,2001-02-24 00:00:01,02:22,473,Gwaltowne hamowanie,1
987,571,2001-04-11 00:00:01,22:41,720,Niedostosowanie sie do znaku nakazu/zakazu,1
988,243,2001-02-04 00:00:01,10:45,378,Gwaltowne hamowanie,1
989,143,2001-03-08 00:00:01,21:18,620,Niedostosowanie sie do znaku nakazu/zakazu,1
990,767,2001-04-10 00:00:01,20:36,274,Niedostosowanie sie do znaku nakazu/zakazu,1
991,242,2001-01-21 00:00:01,23:37,942,Jazda na zbyt wysokich obrotach,1000
992,865,2001-01-07 00:00:01,12:47,507,Jazda na zbyt wysokich obrotach,1000
993,88,2001-04-24 00:00:01,07:01,39,Przekroczenie predkosci,10
994,155,2001-01-05 00:00:01,08:21,327,Niedostosowanie sie do znaku nakazu/zakazu,1
995,92,2001-01-02 00:00:01,12:30,200,Nieprzepisowa zmiana pasa ruchu,1
996,564,2001-02-07 00:00:01,19:49,294,Nieprzepisowa zmiana pasa ruchu,1
997,436,2001-05-31 00:00:01,21:20,630,Parking w niedozwolonym miejscu,1
998,245,2001-01-09 00:00:01,03:40,36,Parking w niedozwolonym miejscu,1
999,310,2001-01-19 00:00:01,11:50,220,Parking w niedozwolonym miejscu,1
1000,81,2001-01-14 00:00:01,22:18,750,Nieprzepisowa zmiana pasa ruchu,1
1001,202,2001-09-24 00:00:01,21:20,92,Parking w niedozwolonym miejscu,1
1002,769,2001-08-11 00:00:01,19:50,1175,Niedostosowanie sie do znaku nakazu/zakazu,1
1003,1314,2001-05-04 00:00:01,02:12,1493,Jazda na zbyt wysokich obrotach,3000
1004,1179,2001-04-12 00:00:01,18:50,928,Gwaltowne hamowanie,1
1005,89,2001-11-03 00:00:01,00:10,179,Parking w niedozwolonym miejscu,1
1006,576,2001-01-17 00:00:01,22:58,287,Przekroczenie predkosci,10
1007,1311,2001-02-03 00:00:01,10:40,981,Jazda na zbyt wysokich obrotach,2500
1008,99,2001-05-05 00:00:01,17:59,594,Parking w niedozwolonym miejscu,1
1009,6,2001-07-11 00:00:01,06:32,1056,Jazda na zbyt wysokich obrotach,1000
1010,462,2001-02-01 00:00:01,14:49,191,Jazda na zbyt wysokich obrotach,3000
1011,827,2001-04-12 00:00:01,16:32,606,Niedostosowanie sie do znaku nakazu/zakazu,1
1012,1056,2001-09-16 00:00:01,01:45,1068,Nieprzepisowa zmiana pasa ruchu,1
1013,54,2001-11-12 00:00:01,15:18,945,Parking w niedozwolonym miejscu,1
1014,715,2001-05-04 00:00:01,10:02,1116,Parking w niedozwolonym miejscu,1
1015,980,2001-05-30 00:00:01,18:26,380,Przekroczenie predkosci,20
1016,1215,2001-08-18 00:00:01,18:50,561,Nieprzepisowa zmiana pasa ruchu,1
1017,527,2001-04-07 00:00:01,07:24,600,Przekroczenie predkosci,40
1018,1300,2001-08-18 00:00:01,11:47,1073,Jazda na zbyt wysokich obrotach,2500
1019,719,2001-01-28 00:00:01,17:02,228,Gwaltowne hamowanie,1
1020,1023,2001-02-02 00:00:01,01:08,606,Gwaltowne hamowanie,1
1021,1376,2001-06-29 00:00:01,10:29,1377,Parking w niedozwolonym miejscu,1
1022,1355,2001-08-27 00:00:01,11:04,156,Gwaltowne hamowanie,1
1023,1441,2001-04-26 00:00:01,01:04,787,Przekroczenie predkosci,10
1024,38,2001-03-22 00:00:01,23:47,1236,Niedostosowanie sie do znaku nakazu/zakazu,1
1025,790,2001-11-24 00:00:01,13:45,1242,Niedostosowanie sie do znaku nakazu/zakazu,1
1026,571,2001-04-26 00:00:01,11:23,1485,Parking w niedozwolonym miejscu,1
1027,1227,2001-11-06 00:00:01,02:01,282,Gwaltowne hamowanie,1
1028,1365,2001-02-25 00:00:01,11:15,800,Parking w niedozwolonym miejscu,1
1029,1175,2001-08-01 00:00:01,14:02,72,Jazda na zbyt wysokich obrotach,2000
1030,368,2001-04-08 00:00:01,22:32,661,Parking w niedozwolonym miejscu,1
1031,899,2001-02-25 00:00:01,16:57,749,Przekroczenie predkosci,30
1032,1399,2001-12-22 00:00:01,03:01,1429,Przekroczenie predkosci,40
1033,452,2001-03-25 00:00:01,17:22,442,Jazda na zbyt wysokich obrotach,1000
1034,158,2001-06-14 00:00:01,20:39,947,Nieprzepisowa zmiana pasa ruchu,1
1035,1145,2001-11-18 00:00:01,12:35,499,Gwaltowne hamowanie,1
1036,1064,2001-12-05 00:00:01,19:34,1233,Gwaltowne hamowanie,1
1037,1051,2001-07-08 00:00:01,06:22,329,Gwaltowne hamowanie,1
1038,503,2001-11-30 00:00:01,20:06,948,Niedostosowanie sie do znaku nakazu/zakazu,1
1039,160,2001-09-15 00:00:01,17:28,959,Gwaltowne hamowanie,1
1040,508,2001-08-04 00:00:01,06:22,424,Nieprzepisowa zmiana pasa ruchu,1
1041,1042,2001-10-13 00:00:01,04:43,730,Jazda na zbyt wysokich obrotach,3000
1042,861,2001-05-12 00:00:01,12:13,1176,Nieprzepisowa zmiana pasa ruchu,1
1043,34,2001-06-24 00:00:01,21:25,682,Parking w niedozwolonym miejscu,1
1044,368,2001-08-26 00:00:01,03:02,1127,Niedostosowanie sie do znaku nakazu/zakazu,1
1045,960,2001-04-04 00:00:01,12:46,1224,Parking w niedozwolonym miejscu,1
1046,573,2001-11-25 00:00:01,03:11,749,Nieprzepisowa zmiana pasa ruchu,1
1047,1058,2001-06-03 00:00:01,19:47,589,Jazda na zbyt wysokich obrotach,1000
1048,701,2001-01-18 00:00:01,18:48,853,Parking w niedozwolonym miejscu,1
1049,346,2001-09-06 00:00:01,15:19,471,Niedostosowanie sie do znaku nakazu/zakazu,1
1050,42,2001-10-02 00:00:01,00:34,1192,Nieprzepisowa zmiana pasa ruchu,1
1051,302,2001-04-17 00:00:01,12:49,486,Przekroczenie predkosci,30
1052,227,2001-01-20 00:00:01,21:40,311,Nieprzepisowa zmiana pasa ruchu,1
1053,895,2001-06-08 00:00:01,15:38,860,Parking w niedozwolonym miejscu,1
1054,796,2001-01-08 00:00:01,04:41,1360,Nieprzepisowa zmiana pasa ruchu,1
1055,149,2001-07-27 00:00:01,19:41,1213,Parking w niedozwolonym miejscu,1
1056,1399,2001-07-03 00:00:01,08:40,516,Parking w niedozwolonym miejscu,1
1057,162,2001-07-26 00:00:01,14:17,1268,Nieprzepisowa zmiana pasa ruchu,1
1058,493,2001-08-06 00:00:01,02:25,1495,Przekroczenie predkosci,20
1059,1482,2001-03-14 00:00:01,18:28,177,Gwaltowne hamowanie,1
1060,681,2001-01-23 00:00:01,17:51,276,Parking w niedozwolonym miejscu,1
1061,1331,2001-03-19 00:00:01,18:23,980,Nieprzepisowa zmiana pasa ruchu,1
1062,1014,2001-02-19 00:00:01,18:38,642,Gwaltowne hamowanie,1
1063,622,2001-08-22 00:00:01,01:15,1129,Niedostosowanie sie do znaku nakazu/zakazu,1
1064,749,2001-11-07 00:00:01,01:02,1149,Parking w niedozwolonym miejscu,1
1065,141,2001-01-09 00:00:01,22:32,1049,Niedostosowanie sie do znaku nakazu/zakazu,1
1066,67,2001-11-20 00:00:01,22:09,749,Niedostosowanie sie do znaku nakazu/zakazu,1
1067,716,2001-01-03 00:00:01,04:44,1088,Jazda na zbyt wysokich obrotach,2500
1068,453,2001-04-22 00:00:01,14:27,1453,Parking w niedozwolonym miejscu,1
1069,1112,2001-11-16 00:00:01,03:24,574,Jazda na zbyt wysokich obrotach,2500
1070,1041,2001-07-10 00:00:01,15:44,1271,Gwaltowne hamowanie,1
1071,814,2001-08-08 00:00:01,13:37,592,Przekroczenie predkosci,30
1072,783,2001-09-07 00:00:01,00:05,613,Parking w niedozwolonym miejscu,1
1073,553,2001-01-12 00:00:01,14:08,1439,Niedostosowanie sie do znaku nakazu/zakazu,1
1074,559,2001-02-20 00:00:01,21:18,336,Przekroczenie predkosci,30
1075,405,2001-09-02 00:00:01,11:04,586,Parking w niedozwolonym miejscu,1
1076,168,2001-08-15 00:00:01,11:06,584,Przekroczenie predkosci,50
1077,705,2001-04-13 00:00:01,20:04,1323,Nieprzepisowa zmiana pasa ruchu,1
1078,918,2001-06-16 00:00:01,13:09,424,Nieprzepisowa zmiana pasa ruchu,1
1079,1057,2001-06-19 00:00:01,04:39,511,Jazda na zbyt wysokich obrotach,2500
1080,86,2001-04-11 00:00:01,12:47,896,Niedostosowanie sie do znaku nakazu/zakazu,1
1081,504,2001-05-19 00:00:01,09:03,1497,Nieprzepisowa zmiana pasa ruchu,1
1082,1430,2001-09-29 00:00:01,01:54,53,Gwaltowne hamowanie,1
1083,1211,2001-11-29 00:00:01,05:12,459,Przekroczenie predkosci,40
1084,952,2001-04-15 00:00:01,23:19,1453,Przekroczenie predkosci,20
1085,1393,2001-04-02 00:00:01,00:11,1419,Parking w niedozwolonym miejscu,1
1086,144,2001-12-23 00:00:01,01:21,984,Jazda na zbyt wysokich obrotach,1500
1087,314,2001-10-02 00:00:01,07:48,192,Przekroczenie predkosci,30
1088,865,2001-08-05 00:00:01,19:36,423,Nieprzepisowa zmiana pasa ruchu,1
1089,996,2001-01-31 00:00:01,14:39,607,Niedostosowanie sie do znaku nakazu/zakazu,1
1090,1204,2001-12-02 00:00:01,15:31,514,Jazda na zbyt wysokich obrotach,2500
1091,276,2001-11-03 00:00:01,10:08,854,Gwaltowne hamowanie,1
1092,282,2001-05-03 00:00:01,01:16,1326,Parking w niedozwolonym miejscu,1
1093,470,2001-02-17 00:00:01,18:33,1218,Nieprzepisowa zmiana pasa ruchu,1
1094,1033,2001-01-15 00:00:01,00:33,641,Przekroczenie predkosci,50
1095,718,2001-06-14 00:00:01,21:57,305,Gwaltowne hamowanie,1
1096,1206,2001-09-09 00:00:01,05:12,1082,Przekroczenie predkosci,40
1097,552,2001-01-17 00:00:01,22:52,950,Gwaltowne hamowanie,1
1098,4,2001-07-17 00:00:01,03:35,772,Parking w niedozwolonym miejscu,1
1099,4,2001-01-15 00:00:01,23:45,1193,Parking w niedozwolonym miejscu,1
1100,777,2001-03-12 00:00:01,02:52,440,Niedostosowanie sie do znaku nakazu/zakazu,1
1101,229,2001-03-25 00:00:01,19:57,80,Niedostosowanie sie do znaku nakazu/zakazu,1
1102,1254,2001-10-08 00:00:01,00:34,309,Przekroczenie predkosci,50
1103,1071,2001-06-17 00:00:01,23:21,353,Jazda na zbyt wysokich obrotach,1000
1104,294,2001-07-09 00:00:01,08:19,1221,Gwaltowne hamowanie,1
1105,357,2001-10-20 00:00:01,01:46,45,Nieprzepisowa zmiana pasa ruchu,1
1106,571,2001-12-31 00:00:01,04:23,41,Gwaltowne hamowanie,1
1107,915,2001-12-24 00:00:01,03:56,41,Gwaltowne hamowanie,1
1108,292,2001-09-19 00:00:01,23:09,916,Jazda na zbyt wysokich obrotach,1500
1109,418,2001-12-11 00:00:01,07:54,1453,Gwaltowne hamowanie,1
1110,373,2001-05-12 00:00:01,02:43,1116,Jazda na zbyt wysokich obrotach,1000
1111,240,2001-04-28 00:00:01,08:17,1280,Niedostosowanie sie do znaku nakazu/zakazu,1
1112,1212,2001-02-03 00:00:01,10:23,1427,Parking w niedozwolonym miejscu,1
1113,360,2001-01-07 00:00:01,13:29,1340,Parking w niedozwolonym miejscu,1
1114,1222,2001-12-04 00:00:01,05:00,699,Parking w niedozwolonym miejscu,1
1115,1077,2001-02-10 00:00:01,09:22,199,Gwaltowne hamowanie,1
1116,1043,2001-11-11 00:00:01,09:32,20,Jazda na zbyt wysokich obrotach,2000
1117,466,2001-02-23 00:00:01,10:59,1098,Przekroczenie predkosci,10
1118,717,2001-11-20 00:00:01,00:36,1333,Niedostosowanie sie do znaku nakazu/zakazu,1
1119,272,2001-03-24 00:00:01,03:53,1167,Parking w niedozwolonym miejscu,1
1120,651,2001-08-06 00:00:01,10:38,648,Przekroczenie predkosci,40
1121,112,2001-08-04 00:00:01,01:53,1217,Niedostosowanie sie do znaku nakazu/zakazu,1
1122,129,2001-10-11 00:00:01,19:50,7,Parking w niedozwolonym miejscu,1
1123,694,2001-02-27 00:00:01,06:31,1321,Jazda na zbyt wysokich obrotach,2500
1124,895,2001-05-05 00:00:01,10:43,147,Jazda na zbyt wysokich obrotach,2000
1125,663,2001-06-20 00:00:01,07:19,488,Jazda na zbyt wysokich obrotach,2500
1126,491,2001-10-20 00:00:01,10:36,990,Nieprzepisowa zmiana pasa ruchu,1
1127,247,2001-10-18 00:00:01,08:50,187,Parking w niedozwolonym miejscu,1
1128,884,2001-02-09 00:00:01,03:00,1023,Niedostosowanie sie do znaku nakazu/zakazu,1
1129,1427,2001-03-02 00:00:01,18:26,1129,Jazda na zbyt wysokich obrotach,3000
1130,900,2001-05-29 00:00:01,14:05,389,Przekroczenie predkosci,10
1131,201,2001-04-26 00:00:01,16:36,547,Przekroczenie predkosci,20
1132,171,2001-08-01 00:00:01,09:34,161,Jazda na zbyt wysokich obrotach,2500
1133,910,2001-12-03 00:00:01,05:46,1023,Jazda na zbyt wysokich obrotach,1500
1134,330,2001-05-31 00:00:01,10:23,1377,Parking w niedozwolonym miejscu,1
1135,1172,2001-05-20 00:00:01,13:17,1061,Jazda na zbyt wysokich obrotach,3000
1136,1413,2001-04-15 00:00:01,16:37,993,Jazda na zbyt wysokich obrotach,1500
1137,1284,2001-02-11 00:00:01,07:48,223,Jazda na zbyt wysokich obrotach,2000
1138,376,2001-04-07 00:00:01,09:08,292,Jazda na zbyt wysokich obrotach,2500
1139,711,2001-04-14 00:00:01,23:58,1030,Gwaltowne hamowanie,1
1140,1085,2001-01-10 00:00:01,09:10,514,Parking w niedozwolonym miejscu,1
1141,442,2001-12-14 00:00:01,21:11,1183,Parking w niedozwolonym miejscu,1
1142,213,2001-07-12 00:00:01,00:40,1217,Gwaltowne hamowanie,1
1143,1497,2001-03-30 00:00:01,18:32,273,Jazda na zbyt wysokich obrotach,2000
1144,1359,2001-06-07 00:00:01,11:06,829,Niedostosowanie sie do znaku nakazu/zakazu,1
1145,219,2001-09-30 00:00:01,19:17,1149,Jazda na zbyt wysokich obrotach,1500
1146,187,2001-02-06 00:00:01,02:08,531,Parking w niedozwolonym miejscu,1
1147,119,2001-10-15 00:00:01,11:02,562,Nieprzepisowa zmiana pasa ruchu,1
1148,808,2001-01-17 00:00:01,13:49,238,Jazda na zbyt wysokich obrotach,2500
1149,1106,2001-01-05 00:00:01,01:54,1182,Nieprzepisowa zmiana pasa ruchu,1
1150,441,2001-05-14 00:00:01,07:48,816,Niedostosowanie sie do znaku nakazu/zakazu,1
1151,1461,2001-08-05 00:00:01,00:46,460,Nieprzepisowa zmiana pasa ruchu,1
1152,1187,2001-04-21 00:00:01,12:16,66,Gwaltowne hamowanie,1
1153,308,2001-08-14 00:00:01,05:46,1447,Parking w niedozwolonym miejscu,1
1154,304,2001-08-28 00:00:01,13:28,247,Niedostosowanie sie do znaku nakazu/zakazu,1
1155,746,2001-06-16 00:00:01,19:00,279,Gwaltowne hamowanie,1
1156,647,2001-03-03 00:00:01,12:16,27,Gwaltowne hamowanie,1
1157,1467,2001-08-23 00:00:01,10:21,110,Niedostosowanie sie do znaku nakazu/zakazu,1
1158,1431,2001-12-30 00:00:01,14:48,1009,Przekroczenie predkosci,50
1159,64,2001-08-10 00:00:01,02:05,1283,Przekroczenie predkosci,30
1160,223,2001-10-27 00:00:01,09:05,1416,Przekroczenie predkosci,10
1161,1267,2001-04-29 00:00:01,23:28,1443,Gwaltowne hamowanie,1
1162,199,2001-04-20 00:00:01,21:24,1068,Niedostosowanie sie do znaku nakazu/zakazu,1
1163,1143,2001-09-10 00:00:01,19:06,1308,Nieprzepisowa zmiana pasa ruchu,1
1164,504,2001-10-21 00:00:01,05:04,882,Parking w niedozwolonym miejscu,1
1165,1025,2001-09-15 00:00:01,22:47,870,Gwaltowne hamowanie,1
1166,1480,2001-04-16 00:00:01,12:46,1253,Nieprzepisowa zmiana pasa ruchu,1
1167,1384,2001-04-17 00:00:01,01:44,1076,Parking w niedozwolonym miejscu,1
1168,1142,2001-07-11 00:00:01,20:03,837,Jazda na zbyt wysokich obrotach,1500
1169,945,2001-08-25 00:00:01,01:06,858,Parking w niedozwolonym miejscu,1
1170,224,2001-11-14 00:00:01,17:57,236,Jazda na zbyt wysokich obrotach,1000
1171,1109,2001-12-08 00:00:01,07:31,533,Nieprzepisowa zmiana pasa ruchu,1
1172,818,2001-12-02 00:00:01,02:08,983,Jazda na zbyt wysokich obrotach,1500
1173,581,2001-02-11 00:00:01,02:00,732,Jazda na zbyt wysokich obrotach,1500
1174,1159,2001-12-28 00:00:01,20:08,530,Przekroczenie predkosci,50
1175,641,2001-12-04 00:00:01,06:01,211,Jazda na zbyt wysokich obrotach,1500
1176,768,2001-04-26 00:00:01,00:25,508,Niedostosowanie sie do znaku nakazu/zakazu,1
1177,491,2001-04-26 00:00:01,13:28,625,Gwaltowne hamowanie,1
1178,1184,2001-09-30 00:00:01,22:57,1451,Jazda na zbyt wysokich obrotach,2000
1179,702,2001-08-31 00:00:01,01:57,1054,Jazda na zbyt wysokich obrotach,1500
1180,923,2001-10-15 00:00:01,18:32,687,Parking w niedozwolonym miejscu,1
1181,1120,2001-09-30 00:00:01,14:47,306,Gwaltowne hamowanie,1
1182,1366,2001-10-30 00:00:01,01:38,980,Gwaltowne hamowanie,1
1183,1420,2001-03-18 00:00:01,08:08,81,Nieprzepisowa zmiana pasa ruchu,1
1184,1071,2001-05-16 00:00:01,03:32,1227,Gwaltowne hamowanie,1
1185,933,2001-07-16 00:00:01,04:52,740,Parking w niedozwolonym miejscu,1
1186,1435,2001-10-15 00:00:01,20:05,943,Parking w niedozwolonym miejscu,1
1187,1392,2001-06-29 00:00:01,21:22,1132,Jazda na zbyt wysokich obrotach,1000
1188,924,2001-02-17 00:00:01,02:03,1178,Niedostosowanie sie do znaku nakazu/zakazu,1
1189,595,2001-11-04 00:00:01,22:48,1305,Przekroczenie predkosci,30
1190,49,2001-09-21 00:00:01,22:43,875,Parking w niedozwolonym miejscu,1
1191,1324,2001-04-03 00:00:01,13:47,543,Przekroczenie predkosci,20
1192,635,2001-05-04 00:00:01,03:57,388,Niedostosowanie sie do znaku nakazu/zakazu,1
1193,84,2001-08-07 00:00:01,05:02,193,Jazda na zbyt wysokich obrotach,2000
1194,903,2001-01-15 00:00:01,19:35,126,Jazda na zbyt wysokich obrotach,1500
1195,1053,2001-05-02 00:00:01,21:20,890,Parking w niedozwolonym miejscu,1
1196,333,2001-08-05 00:00:01,08:51,1391,Parking w niedozwolonym miejscu,1
1197,503,2001-06-22 00:00:01,09:57,951,Przekroczenie predkosci,10
1198,659,2001-06-02 00:00:01,06:56,103,Niedostosowanie sie do znaku nakazu/zakazu,1
1199,354,2001-11-07 00:00:01,06:53,1311,Parking w niedozwolonym miejscu,1
1200,734,2001-08-23 00:00:01,16:53,91,Niedostosowanie sie do znaku nakazu/zakazu,1
1201,1184,2001-11-26 00:00:01,09:24,63,Parking w niedozwolonym miejscu,1
1202,1297,2001-11-30 00:00:01,14:07,986,Nieprzepisowa zmiana pasa ruchu,1
1203,812,2001-08-29 00:00:01,06:38,1202,Jazda na zbyt wysokich obrotach,2500
1204,428,2001-04-01 00:00:01,07:33,121,Niedostosowanie sie do znaku nakazu/zakazu,1
1205,513,2001-06-17 00:00:01,06:05,1006,Nieprzepisowa zmiana pasa ruchu,1
1206,1138,2001-05-20 00:00:01,02:28,256,Jazda na zbyt wysokich obrotach,2000
1207,612,2001-01-28 00:00:01,13:14,36,Parking w niedozwolonym miejscu,1
1208,418,2001-11-13 00:00:01,09:07,782,Parking w niedozwolonym miejscu,1
1209,1431,2001-07-04 00:00:01,07:05,846,Przekroczenie predkosci,10
1210,1315,2001-01-16 00:00:01,03:37,1089,Jazda na zbyt wysokich obrotach,2500
1211,1081,2001-07-18 00:00:01,01:12,419,Przekroczenie predkosci,20
1212,1237,2001-05-11 00:00:01,03:09,120,Nieprzepisowa zmiana pasa ruchu,1
1213,388,2001-07-15 00:00:01,06:29,780,Przekroczenie predkosci,20
1214,226,2001-03-19 00:00:01,20:22,824,Parking w niedozwolonym miejscu,1
1215,46,2001-10-01 00:00:01,16:29,807,Nieprzepisowa zmiana pasa ruchu,1
1216,148,2001-06-08 00:00:01,23:23,617,Parking w niedozwolonym miejscu,1
1217,1483,2001-10-17 00:00:01,11:16,791,Gwaltowne hamowanie,1
1218,399,2001-02-15 00:00:01,13:00,975,Gwaltowne hamowanie,1
1219,913,2001-01-18 00:00:01,22:24,1228,Jazda na zbyt wysokich obrotach,3000
1220,1467,2001-12-10 00:00:01,16:53,956,Gwaltowne hamowanie,1
1221,129,2001-09-29 00:00:01,19:29,498,Przekroczenie predkosci,50
1222,1365,2001-03-08 00:00:01,15:31,1194,Parking w niedozwolonym miejscu,1
1223,240,2001-12-11 00:00:01,21:41,306,Jazda na zbyt wysokich obrotach,2000
1224,90,2001-06-13 00:00:01,19:18,1113,Przekroczenie predkosci,10
1225,913,2001-03-26 00:00:01,07:52,839,Przekroczenie predkosci,30
1226,126,2001-03-06 00:00:01,04:29,1138,Gwaltowne hamowanie,1
1227,373,2001-06-30 00:00:01,23:27,1028,Jazda na zbyt wysokich obrotach,1500
1228,877,2001-10-23 00:00:01,03:11,383,Nieprzepisowa zmiana pasa ruchu,1
1229,950,2001-05-25 00:00:01,20:39,641,Przekroczenie predkosci,10
1230,694,2001-07-18 00:00:01,18:44,595,Niedostosowanie sie do znaku nakazu/zakazu,1
1231,344,2001-01-03 00:00:01,22:17,263,Gwaltowne hamowanie,1
1232,1466,2001-07-03 00:00:01,14:56,1448,Gwaltowne hamowanie,1
1233,1400,2001-08-21 00:00:01,18:05,762,Jazda na zbyt wysokich obrotach,1000
1234,942,2001-03-10 00:00:01,11:10,280,Przekroczenie predkosci,50
1235,14,2001-01-07 00:00:01,23:45,1428,Niedostosowanie sie do znaku nakazu/zakazu,1
1236,1341,2001-02-11 00:00:01,09:56,72,Jazda na zbyt wysokich obrotach,2500
1237,1489,2001-01-03 00:00:01,10:40,230,Parking w niedozwolonym miejscu,1
1238,975,2001-12-16 00:00:01,15:09,388,Jazda na zbyt wysokich obrotach,3000
1239,1301,2001-08-16 00:00:01,05:34,119,Jazda na zbyt wysokich obrotach,2500
1240,378,2001-10-26 00:00:01,03:49,847,Parking w niedozwolonym miejscu,1
1241,194,2001-04-07 00:00:01,11:19,980,Parking w niedozwolonym miejscu,1
1242,1454,2001-02-11 00:00:01,21:55,480,Przekroczenie predkosci,10
1243,1255,2001-05-04 00:00:01,03:41,1182,Jazda na zbyt wysokich obrotach,2000
1244,1190,2001-09-12 00:00:01,23:10,1053,Przekroczenie predkosci,20
1245,564,2001-11-28 00:00:01,13:34,1106,Parking w niedozwolonym miejscu,1
1246,1056,2001-12-13 00:00:01,15:54,329,Nieprzepisowa zmiana pasa ruchu,1
1247,1404,2001-04-10 00:00:01,00:21,450,Przekroczenie predkosci,40
1248,393,2001-10-09 00:00:01,22:32,388,Gwaltowne hamowanie,1
1249,453,2001-10-21 00:00:01,01:10,275,Przekroczenie predkosci,10
1250,246,2001-12-16 00:00:01,20:40,1452,Jazda na zbyt wysokich obrotach,2000
1251,882,2001-02-08 00:00:01,17:45,1485,Niedostosowanie sie do znaku nakazu/zakazu,1
1252,874,2001-07-20 00:00:01,01:27,1200,Przekroczenie predkosci,40
1253,35,2001-05-10 00:00:01,09:01,864,Nieprzepisowa zmiana pasa ruchu,1
1254,1054,2001-04-19 00:00:01,19:21,1215,Gwaltowne hamowanie,1
1255,679,2001-07-01 00:00:01,16:36,226,Niedostosowanie sie do znaku nakazu/zakazu,1
1256,378,2001-09-05 00:00:01,13:37,1418,Gwaltowne hamowanie,1
1257,882,2001-01-17 00:00:01,05:44,666,Nieprzepisowa zmiana pasa ruchu,1
1258,838,2001-02-16 00:00:01,12:53,1398,Przekroczenie predkosci,20
1259,1233,2001-02-10 00:00:01,22:40,59,Niedostosowanie sie do znaku nakazu/zakazu,1
1260,1094,2001-07-12 00:00:01,10:17,1318,Nieprzepisowa zmiana pasa ruchu,1
1261,419,2001-04-20 00:00:01,18:33,220,Przekroczenie predkosci,50
1262,291,2001-06-13 00:00:01,10:14,522,Niedostosowanie sie do znaku nakazu/zakazu,1
1263,1174,2001-12-05 00:00:01,19:07,1384,Niedostosowanie sie do znaku nakazu/zakazu,1
1264,1068,2001-10-05 00:00:01,10:38,59,Jazda na zbyt wysokich obrotach,1500
1265,864,2001-06-05 00:00:01,11:05,79,Niedostosowanie sie do znaku nakazu/zakazu,1
1266,1325,2001-03-03 00:00:01,17:08,904,Gwaltowne hamowanie,1
1267,898,2001-05-24 00:00:01,16:07,555,Nieprzepisowa zmiana pasa ruchu,1
1268,1386,2001-02-02 00:00:01,03:04,1492,Nieprzepisowa zmiana pasa ruchu,1
1269,690,2001-03-23 00:00:01,09:43,401,Przekroczenie predkosci,50
1270,916,2001-02-19 00:00:01,19:19,958,Niedostosowanie sie do znaku nakazu/zakazu,1
1271,1489,2001-08-05 00:00:01,23:05,184,Przekroczenie predkosci,10
1272,1088,2001-10-28 00:00:01,02:46,221,Niedostosowanie sie do znaku nakazu/zakazu,1
1273,988,2001-11-03 00:00:01,00:29,47,Parking w niedozwolonym miejscu,1
1274,941,2001-07-11 00:00:01,12:30,346,Nieprzepisowa zmiana pasa ruchu,1
1275,724,2001-08-10 00:00:01,19:34,1293,Gwaltowne hamowanie,1
1276,1272,2001-01-16 00:00:01,23:21,65,Gwaltowne hamowanie,1
1277,658,2001-11-17 00:00:01,10:02,71,Jazda na zbyt wysokich obrotach,2000
1278,676,2001-11-06 00:00:01,07:10,89,Parking w niedozwolonym miejscu,1
1279,1462,2001-09-22 00:00:01,00:26,1086,Parking w niedozwolonym miejscu,1
1280,1379,2001-01-11 00:00:01,00:03,550,Nieprzepisowa zmiana pasa ruchu,1
1281,1398,2001-06-11 00:00:01,20:17,814,Nieprzepisowa zmiana pasa ruchu,1
1282,86,2001-01-14 00:00:01,22:57,1228,Parking w niedozwolonym miejscu,1
1283,831,2001-04-17 00:00:01,08:32,180,Nieprzepisowa zmiana pasa ruchu,1
1284,888,2001-12-07 00:00:01,12:39,154,Przekroczenie predkosci,10
1285,1358,2001-04-21 00:00:01,18:07,727,Niedostosowanie sie do znaku nakazu/zakazu,1
1286,652,2001-11-08 00:00:01,22:40,1411,Niedostosowanie sie do znaku nakazu/zakazu,1
1287,1370,2001-08-19 00:00:01,15:35,246,Parking w niedozwolonym miejscu,1
1288,610,2001-04-16 00:00:01,09:16,1266,Przekroczenie predkosci,30
1289,1008,2001-04-09 00:00:01,19:30,1362,Jazda na zbyt wysokich obrotach,2000
1290,250,2001-02-10 00:00:01,05:11,212,Niedostosowanie sie do znaku nakazu/zakazu,1
1291,1134,2001-04-12 00:00:01,03:21,244,Parking w niedozwolonym miejscu,1
1292,1077,2001-11-26 00:00:01,11:31,451,Jazda na zbyt wysokich obrotach,2000
1293,803,2001-10-01 00:00:01,13:00,548,Parking w niedozwolonym miejscu,1
1294,743,2001-11-21 00:00:01,21:27,136,Przekroczenie predkosci,40
1295,576,2001-09-22 00:00:01,02:32,842,Jazda na zbyt wysokich obrotach,2500
1296,1222,2001-03-18 00:00:01,10:26,391,Przekroczenie predkosci,40
1297,222,2001-11-15 00:00:01,08:06,867,Parking w niedozwolonym miejscu,1
1298,281,2001-01-29 00:00:01,01:49,892,Jazda na zbyt wysokich obrotach,3000
1299,1393,2001-05-31 00:00:01,12:34,1377,Parking w niedozwolonym miejscu,1
1300,1477,2001-06-13 00:00:01,22:37,180,Nieprzepisowa zmiana pasa ruchu,1
1301,1248,2001-03-30 00:00:01,12:44,363,Przekroczenie predkosci,20
